Ligas,Equipo,Nombre,Dorsal,Edad,Nacionalidades,Valor de mercado,concat_id,matched_name,score,full_name
Primera RFEF G2,Recreativo Huelva,Pablo Caballero,16,37,"Argentina, Espana",50000,Primera RFEF G2-Recreativo Huelva-Pablo Caballero,Primera RFEF G2-Recreativo Huelva-Pablo Nicolas Caballero Santos,95,Primera RFEF G2-Recreativo Huelva-Pablo Nicolas Caballero Santos
Primera RFEF G2,Algeciras,Marcos Lavin,1,27,Espana,100000,Primera RFEF G2-Algeciras-Marcos Lavin,Primera RFEF G2-Algeciras-Marcos Lavin Rodriguez,95,Primera RFEF G2-Algeciras-Marcos Lavin Rodriguez
Primera RFEF G2,Algeciras,Juan Rodriguez,23,28,Espana,250000,Primera RFEF G2-Algeciras-Juan Rodriguez,Primera RFEF G2-Algeciras-Juan Rodriguez Martinez,95,Primera RFEF G2-Algeciras-Juan Rodriguez Martinez
Primera RFEF G2,Algeciras,Admonio Vicente,3,30,Guinea-Bissau,150000,Primera RFEF G2-Algeciras-Admonio Vicente,Primera RFEF G2-Algeciras-Admonio Vicente Gomes,95,Primera RFEF G2-Algeciras-Admonio Vicente Gomes
Primera RFEF G2,Algeciras,Tomas Sanchez,11,30,Espana,300000,Primera RFEF G2-Algeciras-Tomas Sanchez,Primera RFEF G2-Algeciras-Tomas Sanchez Mesa,95,Primera RFEF G2-Algeciras-Tomas Sanchez Mesa
Primera RFEF G2,Algeciras,Dani Merchan,25,22,Espana,50000,Primera RFEF G2-Algeciras-Dani Merchan,Primera RFEF G2-Algeciras-Daniel Merchan Ubeda,90,Primera RFEF G2-Algeciras-Daniel Merchan Ubeda
Primera RFEF G2,Algeciras,Sergio Santos,20,23,Espana,300000,Primera RFEF G2-Algeciras-Sergio Santos,Primera RFEF G2-Algeciras-Sergio Santos Fernandez,95,Primera RFEF G2-Algeciras-Sergio Santos Fernandez
Primera RFEF G2,Algeciras,Eric Montes,6,25,Espana,300000,Primera RFEF G2-Algeciras-Eric Montes,Primera RFEF G2-Algeciras-Eric Montes Arce,95,Primera RFEF G2-Algeciras-Eric Montes Arce
Primera RFEF G2,Algeciras,Mario Garcia,20,26,Espana,300000,Primera RFEF G2-Algeciras-Mario Garcia,Primera RFEF G2-Algeciras-Mario Garcia Parada,95,Primera RFEF G2-Algeciras-Mario Garcia Parada
Primera RFEF G2,Algeciras,Borja Fernandez,4,28,Espana,250000,Primera RFEF G2-Algeciras-Borja Fernandez,Primera RFEF G2-Algeciras-Borja Fernandez Fernandez,95,Primera RFEF G2-Algeciras-Borja Fernandez Fernandez
Primera RFEF G2,Algeciras,Ivan Turrillo,8,34,Espana,150000,Primera RFEF G2-Algeciras-Ivan Turrillo,Primera RFEF G2-Algeciras-Ivan Turrillo Caballero,95,Primera RFEF G2-Algeciras-Ivan Turrillo Caballero
Primera RFEF G2,Algeciras,Diego Esteban,10,23,Espana,250000,Primera RFEF G2-Algeciras-Diego Esteban,Primera RFEF G2-Algeciras-Diego Esteban Perez,95,Primera RFEF G2-Algeciras-Diego Esteban Perez
Primera RFEF G2,Algeciras,Adrian Sardinero,22,33,Espana,100000,Primera RFEF G2-Algeciras-Adrian Sardinero,Primera RFEF G2-Algeciras-Adrian Sardinero Corpa,95,Primera RFEF G2-Algeciras-Adrian Sardinero Corpa
Primera RFEF G2,Algeciras,David Martin,17,31,Espana,200000,Primera RFEF G2-Algeciras-David Martin,Primera RFEF G2-Algeciras-David Martin Garcia,95,Primera RFEF G2-Algeciras-David Martin Garcia
Primera RFEF G2,Algeciras,Stefan Milosevic,21,27,Montenegro,250000,Primera RFEF G2-Algeciras-Stefan Milosevic,Primera RFEF G2-Algeciras-Stefan Milosevic,100,Primera RFEF G2-Algeciras-Stefan Milosevic
Primera RFEF G2,Merida AD,Jose Andres Oliveira,25,19,Espana,150000,Primera RFEF G2-Merida AD-Jose Andres Oliveira,Primera RFEF G2-Merida AD-Jose Andres Oliveira Moruno,95,Primera RFEF G2-Merida AD-Jose Andres Oliveira Moruno
Primera RFEF G2,Merida AD,Manuel Bonaque,4,32,Espana,250000,Primera RFEF G2-Merida AD-Manuel Bonaque,Primera RFEF G2-Merida AD-Manuel Bonaque Acevedo,95,Primera RFEF G2-Merida AD-Manuel Bonaque Acevedo
Primera RFEF G2,Merida AD,Eliseo Falcon,12,27,Espana,150000,Primera RFEF G2-Merida AD-Eliseo Falcon,Primera RFEF G2-Merida AD-Eliseo Falcon Falcon,95,Primera RFEF G2-Merida AD-Eliseo Falcon Falcon
Primera RFEF G2,Merida AD,Tomas Bourdal,22,25,"Argentina, Italia",150000,Primera RFEF G2-Merida AD-Tomas Bourdal,Primera RFEF G2-Merida AD-Tomas Enrique Bourdal,95,Primera RFEF G2-Merida AD-Tomas Enrique Bourdal
Primera RFEF G2,Merida AD,Damian Canedo,2,21,Espana,50000,Primera RFEF G2-Merida AD-Damian Canedo,Primera RFEF G2-Merida AD-Damian Canedo Midon,95,Primera RFEF G2-Merida AD-Damian Canedo Midon
Primera RFEF G2,Merida AD,Raul Prada,3,22,Espana,200000,Primera RFEF G2-Merida AD-Raul Prada,Primera RFEF G2-Merida AD-Raul Prada Lozano,95,Primera RFEF G2-Merida AD-Raul Prada Lozano
Primera RFEF G2,Merida AD,Lluis Llacer,21,24,Espana,50000,Primera RFEF G2-Merida AD-Lluis Llacer,Primera RFEF G2-Merida AD-Lluis Llacer Llopis,95,Primera RFEF G2-Merida AD-Lluis Llacer Llopis
Primera RFEF G2,Merida AD,Felipe Alfonso,19,30,Espana,250000,Primera RFEF G2-Merida AD-Felipe Alfonso,Primera RFEF G2-Merida AD-Felipe Alfonso Criado,95,Primera RFEF G2-Merida AD-Felipe Alfonso Criado
Primera RFEF G2,Merida AD,Luis Acosta,5,29,Espana,250000,Primera RFEF G2-Merida AD-Luis Acosta,Primera RFEF G2-Merida AD-Luis Acosta Mena,95,Primera RFEF G2-Merida AD-Luis Acosta Mena
Primera RFEF G2,Merida AD,Raul Beneit,14,29,Espana,250000,Primera RFEF G2-Merida AD-Raul Beneit,Primera RFEF G2-Merida AD-Raul Beneit Romero,95,Primera RFEF G2-Merida AD-Raul Beneit Romero
Primera RFEF G2,Merida AD,Ismael Gutierrez,6,23,Espana,200000,Primera RFEF G2-Merida AD-Ismael Gutierrez,Primera RFEF G2-Merida AD-Ismael Gutierrez Montilla,95,Primera RFEF G2-Merida AD-Ismael Gutierrez Montilla
Primera RFEF G2,Merida AD,Nassourou Ben Hamed,8,21,Camerun,50000,Primera RFEF G2-Merida AD-Nassourou Ben Hamed,Primera RFEF G2-Merida AD-Nassourou Ben Hamed Ndongo,95,Primera RFEF G2-Merida AD-Nassourou Ben Hamed Ndongo
Primera RFEF G2,Merida AD,Daniel Sandoval,7,26,Espana,250000,Primera RFEF G2-Merida AD-Daniel Sandoval,Primera RFEF G2-Merida AD-Daniel Sandoval Fernandez,95,Primera RFEF G2-Merida AD-Daniel Sandoval Fernandez
Primera RFEF G2,Merida AD,Dario Serra,10,21,Espana,100000,Primera RFEF G2-Merida AD-Dario Serra,Primera RFEF G2-Merida AD-Dario Serra Alvarez,95,Primera RFEF G2-Merida AD-Dario Serra Alvarez
Primera RFEF G2,Merida AD,Yacouba Dabo Gnako,26,21,"Senegal, Espana",50000,Primera RFEF G2-Merida AD-Yacouba Dabo Gnako,Primera RFEF G2-Merida AD-Yacouba Dabo Gnako,100,Primera RFEF G2-Merida AD-Yacouba Dabo Gnako
Primera RFEF G2,Merida AD,Alvaro Juan,17,24,Espana,150000,Primera RFEF G2-Merida AD-Alvaro Juan,Primera RFEF G2-Merida AD-Alvaro Juan de la Torre Sanchez,90,Primera RFEF G2-Merida AD-Alvaro Juan de la Torre Sanchez
Primera RFEF G2,Merida AD,Mohamed Mizzian,11,24,"Marruecos, Espana",150000,Primera RFEF G2-Merida AD-Mohamed Mizzian,Primera RFEF G2-Merida AD-Mohamed Mizzian Salmi,95,Primera RFEF G2-Merida AD-Mohamed Mizzian Salmi
Primera RFEF G2,Merida AD,Jorge Padilla,18,22,Espana,150000,Primera RFEF G2-Merida AD-Jorge Padilla,Primera RFEF G2-Merida AD-Jorge Padilla Soler,95,Primera RFEF G2-Merida AD-Jorge Padilla Soler
Primera RFEF G2,Merida AD,Inaki Elejalde,20,25,Espana,150000,Primera RFEF G2-Merida AD-Inaki Elejalde,Primera RFEF G2-Merida AD-Inaki Elejalde Rodriguez,95,Primera RFEF G2-Merida AD-Inaki Elejalde Rodriguez
Primera RFEF G2,Ibiza,Baptiste Reynet,1,33,Francia,300000,Primera RFEF G2-Ibiza-Baptiste Reynet,Primera RFEF G2-Ibiza-Baptiste Charles Nicolas Reynet,95,Primera RFEF G2-Ibiza-Baptiste Charles Nicolas Reynet
Primera RFEF G2,Ibiza,Patrick Sequeira,13,25,"Costa Rica, Espana",300000,Primera RFEF G2-Ibiza-Patrick Sequeira,Primera RFEF G2-Ibiza-Patrick Gilmar Sequeira Mejias,95,Primera RFEF G2-Ibiza-Patrick Gilmar Sequeira Mejias
Primera RFEF G2,Ibiza,Fabri,-,36,"Espana, Uruguay",100000,Primera RFEF G2-Ibiza-Fabri,Primera RFEF G2-Ibiza-Fabricio Martin Agosto Ramirez,90,Primera RFEF G2-Ibiza-Fabricio Martin Agosto Ramirez
Primera RFEF G2,Ibiza,Alberto Escassi,23,35,Espana,400000,Primera RFEF G2-Ibiza-Alberto Escassi,Primera RFEF G2-Ibiza-Alberto Escassi Oliva,95,Primera RFEF G2-Ibiza-Alberto Escassi Oliva
Primera RFEF G2,Ibiza,Inaki Olaortua,3,30,Espana,300000,Primera RFEF G2-Ibiza-Inaki Olaortua,Primera RFEF G2-Ibiza-Inaki Olaortua Descarga,95,Primera RFEF G2-Ibiza-Inaki Olaortua Descarga
Primera RFEF G2,Ibiza,Pablo Bobadilla,4,27,Espana,150000,Primera RFEF G2-Ibiza-Pablo Bobadilla,Primera RFEF G2-Ibiza-Pablo Bobadilla Saenz,95,Primera RFEF G2-Ibiza-Pablo Bobadilla Saenz
Primera RFEF G2,Ibiza,David Arguelles,2,22,Espana,50000,Primera RFEF G2-Ibiza-David Arguelles,Primera RFEF G2-Ibiza-David Arguelles Alvarez,95,Primera RFEF G2-Ibiza-David Arguelles Alvarez
Primera RFEF G2,Ibiza,Unai Medina,17,34,Espana,300000,Primera RFEF G2-Ibiza-Unai Medina,Primera RFEF G2-Ibiza-Unai Medina Perez,95,Primera RFEF G2-Ibiza-Unai Medina Perez
Primera RFEF G2,Ibiza,Roberto Olabe,16,27,Espana,400000,Primera RFEF G2-Ibiza-Roberto Olabe,Primera RFEF G2-Ibiza-Roberto Olabe del Arco,95,Primera RFEF G2-Ibiza-Roberto Olabe del Arco
Primera RFEF G2,Ibiza,Fausto Tienza,8,34,Espana,300000,Primera RFEF G2-Ibiza-Fausto Tienza,Primera RFEF G2-Ibiza-Fausto Antonio Tienza Nunez,95,Primera RFEF G2-Ibiza-Fausto Antonio Tienza Nunez
Primera RFEF G2,Ibiza,Jesus Alvarez,6,24,Espana,200000,Primera RFEF G2-Ibiza-Jesus Alvarez,Primera RFEF G2-Ibiza-Jesus Alvarez Aguado,95,Primera RFEF G2-Ibiza-Jesus Alvarez Aguado
Primera RFEF G2,Ibiza,Eugeni,21,29,Espana,600000,Primera RFEF G2-Ibiza-Eugeni,Primera RFEF G2-Ibiza-Eugeni Valderrama Domenech,90,Primera RFEF G2-Ibiza-Eugeni Valderrama Domenech
Primera RFEF G2,Ibiza,Ruben Diez,10,30,Espana,400000,Primera RFEF G2-Ibiza-Ruben Diez,Primera RFEF G2-Ibiza-Ruben Diez Adan,95,Primera RFEF G2-Ibiza-Ruben Diez Adan
Primera RFEF G2,Ibiza,Arturo Molina,11,27,Espana,250000,Primera RFEF G2-Ibiza-Arturo Molina,Primera RFEF G2-Ibiza-Arturo Molina Tornero,95,Primera RFEF G2-Ibiza-Arturo Molina Tornero
Primera RFEF G2,Ibiza,Suleiman Camara,7,22,"Espana, Gambia",500000,Primera RFEF G2-Ibiza-Suleiman Camara,Primera RFEF G2-Ibiza-Suleiman Camara Sanneh,95,Primera RFEF G2-Ibiza-Suleiman Camara Sanneh
Primera RFEF G2,Ibiza,Patrick Soko,19,26,Camerun,500000,Primera RFEF G2-Ibiza-Patrick Soko,Primera RFEF G2-Ibiza-Serge Patrick Njoh Soko,95,Primera RFEF G2-Ibiza-Serge Patrick Njoh Soko
Primera RFEF G2,Ibiza,Nikolay Obolskiy,9,27,Rusia,500000,Primera RFEF G2-Ibiza-Nikolay Obolskiy,Primera RFEF G2-Ibiza-Nikolay Obolskiy,100,Primera RFEF G2-Ibiza-Nikolay Obolskiy
Primera RFEF G2,Ibiza,Cedric Omoigui,18,29,"Nigeria, Espana",400000,Primera RFEF G2-Ibiza-Cedric Omoigui,Primera RFEF G2-Ibiza-Cedric Omoigui,100,Primera RFEF G2-Ibiza-Cedric Omoigui
Primera RFEF G2,Ibiza,Roberto Arroyo,20,20,Espana,300000,Primera RFEF G2-Ibiza-Roberto Arroyo,Primera RFEF G2-Ibiza-Roberto Arroyo Gregorio,95,Primera RFEF G2-Ibiza-Roberto Arroyo Gregorio
Primera RFEF G2,Alcoyano,Jose Perales,1,30,Espana,250000,Primera RFEF G2-Alcoyano-Jose Perales,Primera RFEF G2-Alcoyano-Jose Perales Najera,95,Primera RFEF G2-Alcoyano-Jose Perales Najera
Primera RFEF G2,Alcoyano,Jaume Valens,13,28,Espana,250000,Primera RFEF G2-Alcoyano-Jaume Valens,Primera RFEF G2-Alcoyano-Jaume Valens Cardell,95,Primera RFEF G2-Alcoyano-Jaume Valens Cardell
Primera RFEF G2,Alcoyano,Alvaro Vega,4,32,Espana,200000,Primera RFEF G2-Alcoyano-Alvaro Vega,Primera RFEF G2-Alcoyano-Alvaro Vega Suarez,95,Primera RFEF G2-Alcoyano-Alvaro Vega Suarez
Primera RFEF G2,Alcoyano,Sergio Nieto,3,25,Espana,200000,Primera RFEF G2-Alcoyano-Sergio Nieto,Primera RFEF G2-Alcoyano-Sergio Nieto Alvarez,95,Primera RFEF G2-Alcoyano-Sergio Nieto Alvarez
Primera RFEF G2,Alcoyano,Imanol Garcia,6,28,Espana,200000,Primera RFEF G2-Alcoyano-Imanol Garcia,Primera RFEF G2-Alcoyano-Imanol Garcia Lugea,95,Primera RFEF G2-Alcoyano-Imanol Garcia Lugea
Primera RFEF G2,Alcoyano,Haritz Albisua,5,31,Espana,150000,Primera RFEF G2-Alcoyano-Haritz Albisua,Primera RFEF G2-Alcoyano-Haritz Albisua Laskurain,95,Primera RFEF G2-Alcoyano-Haritz Albisua Laskurain
Primera RFEF G2,Alcoyano,Rafael De Palmas,23,20,Francia,-,Primera RFEF G2-Alcoyano-Rafael De Palmas,Primera RFEF G2-Alcoyano-Rafael de Palmas,100,Primera RFEF G2-Alcoyano-Rafael de Palmas
Primera RFEF G2,Alcoyano,Jose Alonso Lara,21,24,Espana,200000,Primera RFEF G2-Alcoyano-Jose Alonso Lara,Primera RFEF G2-Alcoyano-Jose Alonso Lara,100,Primera RFEF G2-Alcoyano-Jose Alonso Lara
Primera RFEF G2,Alcoyano,Adrian Armental,7,33,Espana,150000,Primera RFEF G2-Alcoyano-Adrian Armental,Primera RFEF G2-Alcoyano-Adrian Armental Gonzalez,95,Primera RFEF G2-Alcoyano-Adrian Armental Gonzalez
Primera RFEF G2,Alcoyano,Mikel Pradera,9,28,Espana,250000,Primera RFEF G2-Alcoyano-Mikel Pradera,Primera RFEF G2-Alcoyano-Mikel Pradera Belar,95,Primera RFEF G2-Alcoyano-Mikel Pradera Belar
Primera RFEF G2,AD Ceuta FC,Pedro Lopez,1,29,Espana,200000,Primera RFEF G2-AD Ceuta FC-Pedro Lopez,Primera RFEF G2-AD Ceuta FC-Pedro Lopez Galisteo,95,Primera RFEF G2-AD Ceuta FC-Pedro Lopez Galisteo
Primera RFEF G2,AD Ceuta FC,Saturday Erimuya,6,26,Nigeria,200000,Primera RFEF G2-AD Ceuta FC-Saturday Erimuya,Primera RFEF G2-AD Ceuta FC-Saturday Keigo Erimuya,95,Primera RFEF G2-AD Ceuta FC-Saturday Keigo Erimuya
Primera RFEF G2,AD Ceuta FC,Fabrizio Danese,20,28,Italia,200000,Primera RFEF G2-AD Ceuta FC-Fabrizio Danese,Primera RFEF G2-AD Ceuta FC-Fabrizio Danese,100,Primera RFEF G2-AD Ceuta FC-Fabrizio Danese
Primera RFEF G2,AD Ceuta FC,Albert Caparros,4,25,Espana,150000,Primera RFEF G2-AD Ceuta FC-Albert Caparros,Primera RFEF G2-AD Ceuta FC-Albert Caparros Guzman,95,Primera RFEF G2-AD Ceuta FC-Albert Caparros Guzman
Primera RFEF G2,AD Ceuta FC,Carlos Redruello,16,26,Espana,250000,Primera RFEF G2-AD Ceuta FC-Carlos Redruello,Primera RFEF G2-AD Ceuta FC-Carlos Redruello Nimo,95,Primera RFEF G2-AD Ceuta FC-Carlos Redruello Nimo
Primera RFEF G2,AD Ceuta FC,Alain Garcia,17,25,Espana,150000,Primera RFEF G2-AD Ceuta FC-Alain Garcia,Primera RFEF G2-AD Ceuta FC-Alain Garcia Fernandez,95,Primera RFEF G2-AD Ceuta FC-Alain Garcia Fernandez
Primera RFEF G2,AD Ceuta FC,Cristian Rodriguez,3,27,Espana,350000,Primera RFEF G2-AD Ceuta FC-Cristian Rodriguez,Primera RFEF G2-AD Ceuta FC-Cristian Rodriguez Perez,95,Primera RFEF G2-AD Ceuta FC-Cristian Rodriguez Perez
Primera RFEF G2,AD Ceuta FC,Alejandro Melendez,8,24,Espana,300000,Primera RFEF G2-AD Ceuta FC-Alejandro Melendez,Primera RFEF G2-AD Ceuta FC-Alejandro Melendez Ruiz,95,Primera RFEF G2-AD Ceuta FC-Alejandro Melendez Ruiz
Primera RFEF G2,AD Ceuta FC,Julio Iglesias,14,23,Espana,100000,Primera RFEF G2-AD Ceuta FC-Julio Iglesias,Primera RFEF G2-AD Ceuta FC-Julio Iglesias Rojas,95,Primera RFEF G2-AD Ceuta FC-Julio Iglesias Rojas
Primera RFEF G2,AD Ceuta FC,Chrisantus Uche,12,20,Nigeria,50000,Primera RFEF G2-AD Ceuta FC-Chrisantus Uche,Primera RFEF G2-AD Ceuta FC-Chrisantus Ugonna Uche,95,Primera RFEF G2-AD Ceuta FC-Chrisantus Ugonna Uche
Primera RFEF G2,AD Ceuta FC,Aisar Ahmed,7,22,"Espana, Marruecos",150000,Primera RFEF G2-AD Ceuta FC-Aisar Ahmed,Primera RFEF G2-AD Ceuta FC-Aisar Ahmed Ahmed,95,Primera RFEF G2-AD Ceuta FC-Aisar Ahmed Ahmed
Primera RFEF G2,AD Ceuta FC,Carlos Doncel,15,27,Espana,300000,Primera RFEF G2-AD Ceuta FC-Carlos Doncel,Primera RFEF G2-AD Ceuta FC-Carlos Doncel Ordonez,95,Primera RFEF G2-AD Ceuta FC-Carlos Doncel Ordonez
Primera RFEF G2,AD Ceuta FC,Pablo Garcia,11,25,Espana,250000,Primera RFEF G2-AD Ceuta FC-Pablo Garcia,Primera RFEF G2-AD Ceuta FC-Pablo Garcia Oropesa,95,Primera RFEF G2-AD Ceuta FC-Pablo Garcia Oropesa
Primera RFEF G2,AD Ceuta FC,Sofiane El Ftouhi,30,23,"Francia, Marruecos",-,Primera RFEF G2-AD Ceuta FC-Sofiane El Ftouhi,Primera RFEF G2-AD Ceuta FC-Sofiane El Ftouhi,100,Primera RFEF G2-AD Ceuta FC-Sofiane El Ftouhi
Primera RFEF G2,Real Madrid,Mario de Luis,24,21,Espana,500000,Primera RFEF G2-Real Madrid-Mario de Luis,Primera RFEF G2-Real Madrid II-Mario de Luis Jimenez,95,Primera RFEF G2-Real Madrid II-Mario de Luis Jimenez
Primera RFEF G2,Real Madrid,Lucas Canizares,1,21,Espana,200000,Primera RFEF G2-Real Madrid-Lucas Canizares,Primera RFEF G2-Real Madrid II-Lucas Canizares Conchello,95,Primera RFEF G2-Real Madrid II-Lucas Canizares Conchello
Primera RFEF G2,Real Madrid,Alvaro Carrillo,4,21,Espana,300000,Primera RFEF G2-Real Madrid-Alvaro Carrillo,Primera RFEF G2-Real Madrid II-Alvaro Carrillo Alacid,95,Primera RFEF G2-Real Madrid II-Alvaro Carrillo Alacid
Primera RFEF G2,Real Madrid,Raul Asencio,16,21,Espana,200000,Primera RFEF G2-Real Madrid-Raul Asencio,Primera RFEF G2-Real Madrid II-Raul Asencio del Rosario,95,Primera RFEF G2-Real Madrid II-Raul Asencio del Rosario
Primera RFEF G2,Real Madrid,David Cuenca,39,21,Espana,-,Primera RFEF G2-Real Madrid-David Cuenca,Primera RFEF G2-Real Madrid II-David Cuenca Barreno,95,Primera RFEF G2-Real Madrid II-David Cuenca Barreno
Primera RFEF G2,Real Madrid,Vinicius Tobias,2,20,Brasil,3000000,Primera RFEF G2-Real Madrid-Vinicius Tobias,Primera RFEF G2-Real Madrid II-Vinicius Augusto Tobias da Silva,95,Primera RFEF G2-Real Madrid II-Vinicius Augusto Tobias da Silva
Primera RFEF G2,Real Madrid,Lorenzo Aguado,19,21,Espana,100000,Primera RFEF G2-Real Madrid-Lorenzo Aguado,Primera RFEF G2-Real Madrid II-Lorenzo Aguado Herrera,95,Primera RFEF G2-Real Madrid II-Lorenzo Aguado Herrera
Primera RFEF G2,Real Madrid,Mario Martin,6,20,Espana,250000,Primera RFEF G2-Real Madrid-Mario Martin,Primera RFEF G2-Real Madrid II-Mario Martin Rielves,95,Primera RFEF G2-Real Madrid II-Mario Martin Rielves
Primera RFEF G2,Real Madrid,Manuel Angel,20,19,Espana,500000,Primera RFEF G2-Real Madrid-Manuel Angel,Primera RFEF G2-Real Madrid II-Manuel Angel Moran Ibanez,95,Primera RFEF G2-Real Madrid II-Manuel Angel Moran Ibanez
Primera RFEF G2,Real Madrid,Theo Zidane,8,21,"Francia, Espana",300000,Primera RFEF G2-Real Madrid-Theo Zidane,Primera RFEF G2-Real Madrid II-Theo Zidane Fernandez,95,Primera RFEF G2-Real Madrid II-Theo Zidane Fernandez
Primera RFEF G2,Real Madrid,David Gonzalez,14,21,Espana,100000,Primera RFEF G2-Real Madrid-David Gonzalez,Primera RFEF G2-Real Madrid II-David Gonzalez Ballesteros,95,Primera RFEF G2-Real Madrid II-David Gonzalez Ballesteros
Primera RFEF G2,Real Madrid,Cesar Palacios,22,19,Espana,500000,Primera RFEF G2-Real Madrid-Cesar Palacios,Primera RFEF G2-Real Madrid II-Cesar Palacios Perez,95,Primera RFEF G2-Real Madrid II-Cesar Palacios Perez
Primera RFEF G2,Real Madrid,Victor Munoz,23,20,Espana,50000,Primera RFEF G2-Real Madrid-Victor Munoz,Primera RFEF G2-Real Madrid II-Victor Munoz Villanueva,95,Primera RFEF G2-Real Madrid II-Victor Munoz Villanueva
Primera RFEF G2,Real Madrid,Gonzalo Garcia,17,19,Espana,1000000,Primera RFEF G2-Real Madrid-Gonzalo Garcia,Primera RFEF G2-Real Madrid II-Gonzalo Garcia Torres,95,Primera RFEF G2-Real Madrid II-Gonzalo Garcia Torres
Primera RFEF G2,Real Madrid,Jeremy de Leon,21,19,Puerto Rico,200000,Primera RFEF G2-Real Madrid-Jeremy de Leon,Primera RFEF G2-Real Madrid II-Jeremy Andre de Leon Rodriguez,95,Primera RFEF G2-Real Madrid II-Jeremy Andre de Leon Rodriguez
Primera RFEF G2,Real Madrid,Esteban Aparicio,29,22,Espana,-,Primera RFEF G2-Real Madrid-Esteban Aparicio,Primera RFEF G2-Real Madrid II-Esteban Aparicio Garcia,95,Primera RFEF G2-Real Madrid II-Esteban Aparicio Garcia
Primera RFEF G2,Real Madrid,Alvaro Rodriguez,9,19,"Uruguay, Espana",3500000,Primera RFEF G2-Real Madrid-Alvaro Rodriguez,Primera RFEF G2-Real Madrid II-Alvaro Daniel Rodriguez Munoz,95,Primera RFEF G2-Real Madrid II-Alvaro Daniel Rodriguez Munoz
Primera RFEF G2,Real Madrid,Noel Lopez,7,20,Espana,300000,Primera RFEF G2-Real Madrid-Noel Lopez,Primera RFEF G2-Real Madrid II-Noel Lopez de la Fuente,95,Primera RFEF G2-Real Madrid II-Noel Lopez de la Fuente
Primera RFEF G2,Malaga,Alfonso Herrero,1,29,Espana,600000,Primera RFEF G2-Malaga-Alfonso Herrero,Primera RFEF G2-Malaga-Alfonso Herrero Peinador,95,Primera RFEF G2-Malaga-Alfonso Herrero Peinador
Primera RFEF G2,Malaga,Nelson Monte,20,28,Portugal,1000000,Primera RFEF G2-Malaga-Nelson Monte,Primera RFEF G2-Malaga-Nelson Macedo Monte,95,Primera RFEF G2-Malaga-Nelson Macedo Monte
Primera RFEF G2,Malaga,Einar Galilea,4,29,Espana,400000,Primera RFEF G2-Malaga-Einar Galilea,Primera RFEF G2-Malaga-Einar Galilea Azaceta,95,Primera RFEF G2-Malaga-Einar Galilea Azaceta
Primera RFEF G2,Malaga,Moussa Diarra,15,22,Mali,50000,Primera RFEF G2-Malaga-Moussa Diarra,Primera RFEF G2-Malaga-Moussa Diarra,100,Primera RFEF G2-Malaga-Moussa Diarra
Primera RFEF G2,Malaga,Diego Murillo,25,22,Espana,50000,Primera RFEF G2-Malaga-Diego Murillo,Primera RFEF G2-Malaga-Diego Murillo Dominguez,95,Primera RFEF G2-Malaga-Diego Murillo Dominguez
Primera RFEF G2,Malaga,Victor Garcia,14,29,Espana,350000,Primera RFEF G2-Malaga-Victor Garcia,Primera RFEF G2-Malaga-Victor Garcia Marin,95,Primera RFEF G2-Malaga-Victor Garcia Marin
Primera RFEF G2,Malaga,Jokin Gabilondo,2,24,Espana,400000,Primera RFEF G2-Malaga-Jokin Gabilondo,Primera RFEF G2-Malaga-Jokin Gabilondo Garmendia,95,Primera RFEF G2-Malaga-Jokin Gabilondo Garmendia
Primera RFEF G2,Malaga,Genaro Rodriguez,16,25,Espana,600000,Primera RFEF G2-Malaga-Genaro Rodriguez,Primera RFEF G2-Malaga-Genaro Rodriguez Serrano,95,Primera RFEF G2-Malaga-Genaro Rodriguez Serrano
Primera RFEF G2,Malaga,Izan Merino,29,17,Espana,-,Primera RFEF G2-Malaga-Izan Merino,Primera RFEF G2-Malaga-Izan Merino Rodriguez,95,Primera RFEF G2-Malaga-Izan Merino Rodriguez
Primera RFEF G2,Malaga,Luca Sangalli,23,29,"Espana, Italia",400000,Primera RFEF G2-Malaga-Luca Sangalli,Primera RFEF G2-Malaga-Luca Sangalli Fuentes,95,Primera RFEF G2-Malaga-Luca Sangalli Fuentes
Primera RFEF G2,Malaga,Aaron Ochoa,35,16,"Irlanda, Espana",-,Primera RFEF G2-Malaga-Aaron Ochoa,Primera RFEF G2-Malaga-Aaron Ochoa Moloney,95,Primera RFEF G2-Malaga-Aaron Ochoa Moloney
Primera RFEF G2,Malaga,Kevin Medina,11,23,Espana,1000000,Primera RFEF G2-Malaga-Kevin Medina,Primera RFEF G2-Malaga-Kevin Villodres Medina,95,Primera RFEF G2-Malaga-Kevin Villodres Medina
Primera RFEF G2,Malaga,Juan Hernandez,21,29,Espana,400000,Primera RFEF G2-Malaga-Juan Hernandez,Primera RFEF G2-Malaga-Juan Hernandez Garcia,95,Primera RFEF G2-Malaga-Juan Hernandez Garcia
Primera RFEF G2,Malaga,David Ferreiro,7,35,Espana,300000,Primera RFEF G2-Malaga-David Ferreiro,Primera RFEF G2-Malaga-David Ferreiro Quiroga,95,Primera RFEF G2-Malaga-David Ferreiro Quiroga
Primera RFEF G2,Malaga,David Larrubia,10,21,Espana,400000,Primera RFEF G2-Malaga-David Larrubia,Primera RFEF G2-Malaga-David Larrubia Romano,95,Primera RFEF G2-Malaga-David Larrubia Romano
